"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","159","@prod @critical student cannot access admin","chromium","2026-07-17","skipped","2026-07-17","@prod Production Validation","prod-smoke.spec.ts","",""
"","231","@prod page loads and login form is visible","chromium","2026-07-17","skipped","2026-07-17","@prod Production Validation","prod-smoke.spec.ts","",""
"","158","@prod page refresh does not cause 404 on any route","chromium","2026-07-17","skipped","2026-07-17","@prod Production Validation","prod-smoke.spec.ts","",""
"","156","@prod browser back button does not cause 404","chromium","2026-07-17","skipped","2026-07-17","@prod Production Validation","prod-smoke.spec.ts","",""
"","179","@prod admin nav shows correct items","chromium","2026-07-17","skipped","2026-07-17","@prod Production Validation","prod-smoke.spec.ts","",""
"","189","@prod @critical admin can login and see dashboard","chromium","2026-07-17","skipped","2026-07-17","@prod Production Validation","prod-smoke.spec.ts","",""
